Query,Locale,Total Clicks,"Results (Entity, (Clicks;Average Position))"
manchester united,pt,5437,"Manchester United-Inglaterra-Team-Futebol-Q18656 (5245;2.0), Cristiano Ronaldo-Portugal-Player-Futebol-Q11571 (100;1.18), José Mourinho-Portugal-Coach-Futebol-Q79983 (44;3.0), Ruben Amorim-Portugal-Coach-Futebol-Q368682 (13;6.0), Ángel Di María-Argentina-Player-Futebol-Q251683 (8;4.12), Radamel Falcao-Colombia-Player-Futebol-Q138172 (5;7.4), Manuel Ugarte-Uruguay-Player-Futebol-Q27960175 (4;13.0), Nani-Portugal-Player-Futebol-Q482947 (4;5.5), Bruno Fernandes-Portugal-Player-Futebol-Q4979316 (4;5.25), Manchester United-Inglaterra-Team-Andebol (4;1.5), Memphis Depay-Holanda-Player-Futebol-Q1894 (3;9.67), Paul Pogba-Francia-Player-Futebol-Q129027 (3;11.67)"
manu silva,pt,2389,"Manu Silva-Portugal-Player-Futebol (2355;1.16), Ricardo Sá Pinto-Portugal-Coach-Futebol (17;2.06), Romário Baró-Portugal-Player-Futebol-Q50069716 (10;2.3), Sá Pinto-Portugal-Player-Futebol-Q447031 (3;3.67), Sá Pinto-Portugal-Player-Futebol-Q447031194 (2;6.0), Fernando Couto-Portugal-Player-Futebol-Q313468 (2;4.0)"
marco,pt,4298,"AD Marco 09-Portugal-Team-Futebol (4164;1.0), Marco Silva-Portugal-Coach-Futebol (32;2.91), Marco van Ginkel-Holanda-Player-Futebol-Q648671 (26;2.0), HC Marco-Portugal-Team-Hóquei em Patins (19;8.47), Marco Reus-Alemania-Player-Futebol-Q152377 (10;2.1), AD Marco 09 Feminino-Portugal-Team-Futebol (9;9.44), FC Marco-Portugal-Team-Futebol (7;18.71), HC Marco Sub-13-Portugal-Team-Hóquei em Patins (6;1.17), Marco Verratti-Italia-Player-Futebol-Q337623 (4;5.75), HC Marco Sub-23-Portugal-Team-Hóquei em Patins (4;5.5), Marco Asensio-España-Player-Futebol-Q16148978 (4;9.5), FC Marco-Portugal-Team-Futebol (3;17.67), HC Marco Sub-17-Portugal-Team-Hóquei em Patins (3;9.33), Beto Pimparel-Portugal-Player-Futebol-Q313955 (3;3.0), Vieirinha-Portugal-Player-Futebol-Q355193 (2;11.0), Marco Caneira-Portugal-Player-Futebol-Q343997 (2;6.0)"
marco 09,pt,2367,"AD Marco 09-Portugal-Team-Futebol (2019;1.0), AD Marco 09 Feminino-Portugal-Team-Futebol (224;2.0), AD Marco 09 Sub-15-Portugal-Team-Futebol (33;9.03), AD Marco 09 Sub-17-Portugal-Team-Futebol (25;5.44), AD Marco 09 Sub-19-Portugal-Team-Futebol (21;5.57), AD Marco 09 Sub-13-Portugal-Team-Futebol (9;7.0), AD Marco 09 Sub-15-Portugal-Team-Futebol (9;15.22), AD Marco 09 Sub-17-Portugal-Team-Futebol (6;15.5), João M. Mendes-Portugal-Player-Futebol (6;5.5), Marco Caneira-Portugal-Player-Futebol-Q343997 (3;3.0), Márcio Vieira-Andorra-Player-Futebol-Q976321 (2;18.5), Marco Paixão-Portugal-Player-Futebol-Q3294578 (2;17.5), AD Marco 09 Veteranos-Portugal-Team-Futebol (2;8.5), AD Marco 09 Sub-17-Portugal-Team-Futebol (2;10.0), AD Marco 09 Sub-21-Portugal-Team-Futebol (2;10.0), AD Marco 09 Sub-19-Portugal-Team-Futebol (2;14.5)"
maria da fonte,pt,1684,"Maria da Fonte-Portugal-Team-Futebol (1346;1.0), Maria da Fonte Sub-19-Portugal-Team-Futebol (146;2.1), Maria da Fonte Sub-17-Portugal-Team-Futebol (67;3.94), Maria da Fonte Sub-15-Portugal-Team-Futebol (48;4.96), Maria da Fonte B-Portugal-Team-Futebol (29;9.0), Maria da Fonte Sub-13-Portugal-Team-Futebol (11;2.91), Maria da Fonte Sub-23-Portugal-Team-Futebol (9;8.0), Maria da Fonte Sub-15-Portugal-Team-Futebol (6;10.0), Maria da Fonte Veteranos-Portugal-Team-Futebol (4;7.0), Maria da Fonte Sub-19-Portugal-Team-Futebol (4;11.25), Maria da Fonte Sub-14-Portugal-Team-Basquetebol (4;15.0), Maria da Fonte-Portugal-Team-Basquetebol (2;1.0), Maria da Fonte Sub-16-Portugal-Team-Basquetebol (2;14.0), Maria da Fonte Sub-14-Portugal-Team-Basquetebol (2;3.5), Campo Maria da Fonte-Portugal-Stadium-Futebol (2;13.0), Maria da Fonte Sub-14-Portugal-Team-Futebol (2;6.0)"
marialvas,pt,2439,"Marialvas-Portugal-Team-Futebol-Q108887878 (2009;1.0), Marialvas Sub-19-Portugal-Team-Futebol (156;2.19), Marialvas Sub-15-Portugal-Team-Futebol (112;3.0), Marialvas Sub-17-Portugal-Team-Futebol (111;3.8), Marialvas Sub-13-Portugal-Team-Futebol (20;6.0), Marialvas Sub-17-Portugal-Team-Futebol (8;11.0), Marialvas Sub-14-Portugal-Team-Futebol (7;8.29), Marialvas Sub-15-Portugal-Team-Futebol (5;13.0), Marialvas Sub-16-Portugal-Team-Futebol (4;5.0), Marialvas Sub-18-Portugal-Team-Futebol (3;7.0), Jimmy-Cabo Verde-Player-Futebol-Q16738976 (2;20.5), Marialvas Veteranos-Portugal-Team-Futebol (2;9.0)"
marinhas,pt,2099,"Marinhas-Portugal-Team-Futebol (1180;1.0), Marinhas Sub-19-Portugal-Team-Futebol (351;2.02), Marinhas Sub-17-Portugal-Team-Futebol (211;3.06), Marinhas Sub-15-Portugal-Team-Futebol (175;3.93), Marinhas Sub-13-Portugal-Team-Futebol (32;4.91), Marinhas Sub-17-Portugal-Team-Futebol (30;10.43), Marinhas Sub-15-Portugal-Team-Futebol (30;9.6), Marinhas Sub-14-Portugal-Team-Futebol (25;7.88), Marinhas Sub-15-Portugal-Team-Futebol (17;12.76), Marinhas-Portugal-Team-Futsal (16;1.0), Marinhas Sub-19-Portugal-Team-Futebol (14;11.93), Marinhas Veteranos-Portugal-Team-Futebol (7;5.86), Marinhas B-Portugal-Team-Futebol (6;7.33), Marinhas Sub-13-Portugal-Team-Futebol (5;9.6)"
marinhense,pt,1911,"Marinhense-Portugal-Team-Futebol (1755;1.0), SC Marinhense -Portugal-Team-Hóquei em Patins (28;2.0), Marinhense Sub-19-Portugal-Team-Futebol (24;4.29), Marinhense Sub-15-Portugal-Team-Futebol (21;6.48), Marinhense Sub-17-Portugal-Team-Futebol (17;7.06), Sport Império Marinhense-Portugal-Team-Futebol (13;2.08), SC Marinhense  Sub-17-Portugal-Team-Hóquei em Patins (10;1.4), Sporting Marinhense-Portugal-Team-Basquetebol (8;3.0), Marinhense Veteranos-Portugal-Team-Futebol (6;3.5), Marinhense Sub-15-Portugal-Team-Futebol (4;14.0), Sporting Marinhense-Portugal-Team-Basquetebol (4;1.0), SO Marinhense-Portugal-Team-Voleibol (3;1.0), Marinhas-Portugal-Team-Futebol (3;2.0), Marinhense B-Portugal-Team-Futebol (3;10.33), Sporting Marinhense Sub-19-Portugal-Team-Basquetebol (2;2.0), Marinhense Sub-16-Portugal-Team-Futebol (2;8.0), Sporting Marinhense-Portugal-Team-Basquetebol (2;19.0), SO Marinhense-Portugal-Team-Voleibol (2;3.0), SO Marinhense-Portugal-Team-Voleibol (2;2.0), Marinhense Sub-13-Portugal-Team-Futebol (2;7.0)"
maritimo,pt,5947,"Marítimo-Portugal-Team-Futebol-Q216503 (5678;1.0), Marítimo-Portugal-Team-Futsal (55;4.0), Pepe-Portugal-Player-Futebol-Q485697 (36;1.83), Marítimo SC-Portugal-Team-Hóquei em Patins (32;1.0), Marítimo SC-Portugal-Team-Futebol (32;14.94), Marítimo Feminino-Portugal-Team-Futebol (17;15.35), Marítimo Graciosa-Portugal-Team-Futebol (11;11.0), Marítimo-Portugal-Team-Andebol (11;11.0), Marítimo-Portugal-Team-Futsal (10;3.1), Danilo Pereira-Portugal-Player-Futebol-Q766289 (10;3.0), Marítimo Veteranos-Portugal-Team-Andebol (9;10.11), Marítimo-Portugal-Team-Hóquei em Patins (9;3.0), Moussa Marega-Malí-Player-Futebol-Q19754212 (6;5.5), Marítimo SC-Portugal-Team-Andebol (5;4.4), Marítimo-Portugal-Team-Futebol-Q216503243 (4;15.25), Marítimo-Portugal-Team-Andebol (4;16.0), Marítimo-Portugal-Team-Voleibol (3;1.0), Telma Encarnação-Portugal-Player-Futebol-Q98067850 (3;11.0), Marítimo Sub-19-Portugal-Team-Futebol (2;52.0), Eliseu-Portugal-Player-Futebol-Q72802 (2;28.0), Marítimo Feminino-Venezuela-Team-Futebol (2;17.0), Marítimo Sub-13-Portugal-Team-Hóquei em Patins (2;2.0), Marítimo Sub-17-Portugal-Team-Futebol (2;50.5), Marítimo-Portugal-Team-Andebol (2;28.0)"
martin anselmi,pt,1701,Martín Anselmi-Argentina-Coach-Futebol-Q110278664 (1701;1.89)
mbappe,br,1651,"Kylian Mbappé-Francia-Player-Futebol-Q21621995 (1612;1.0), Ethan Mbappé-Francia-Player-Futebol-Q110995393 (27;2.15), Mbappé da Shopee-Brasil-Player-Futebol (7;8.71), Mbappe-Brasil-Player-Futebol (5;3.4)"
mbappe,pt,2523,"Kylian Mbappé-Francia-Player-Futebol-Q21621995 (2424;1.0), Ethan Mbappé-Francia-Player-Futebol-Q110995393 (88;2.12), Mbappé da Shopee-Brasil-Player-Futebol (3;9.67), Raissa Mbappé Etoundi-Camérun-Player-Futebol (3;8.67), Pierre Mbappé-Francia-Coach-Futebol (3;3.0), Mbappe-Brasil-Player-Futebol (2;5.0)"
mem martins,pt,2755,"Mem Martins SC-Portugal-Team-Futebol (2462;1.0), Mem Martins SC Sub-14-Portugal-Team-Futebol (48;5.06), Mem Martins SC Sub-16-Portugal-Team-Futebol (46;7.0), Arsenal 72-Portugal-Team-Futebol (41;2.0), Mem Martins SC Sub-17-Portugal-Team-Futebol (40;8.78), Mem Martins SC Sub-15-Portugal-Team-Futebol (36;4.58), Mem Martins SC Sub-19-Portugal-Team-Futebol (30;8.0), Mem Martins SC Sub-13-Portugal-Team-Futebol (14;5.93), EF Belém Mem Martins-Portugal-Team-Futebol (11;3.0), Mem Martins SC Sub-19-Portugal-Team-Futebol (10;12.8), Mem Martins SC Veteranos-Portugal-Team-Futebol (5;7.6), Mem Martins SC Sub-17-Portugal-Team-Futebol (3;12.0), Pedro Ró-Ró-Qatar-Player-Futebol-Q7159779 (3;14.67), Amâncio-Macao-Player-Futebol (2;17.0), Jardel-Portugal-Player-Futebol (2;20.0), Mem Martins SC-Portugal-Team-Futsal (2;1.0)"
merelinense,pt,2015,"Merelinense-Portugal-Team-Futebol (1697;1.0), Merelinense Sub-19-Portugal-Team-Futebol (63;5.0), Merelinense Feminino-Portugal-Team-Futebol (61;3.39), Merelinense Sub-17-Portugal-Team-Futebol (54;9.07), José Sá-Portugal-Player-Futebol-Q6294052 (46;2.0), Merelinense Sub-17-Portugal-Team-Futebol (32;13.25), Merelinense Sub-15-Portugal-Team-Futebol (17;12.24), Merelinense Sub-14-Portugal-Team-Futebol (13;6.77), Merelinense Sub-15-Portugal-Team-Futebol (10;7.8), Merelinense Sub-13-Portugal-Team-Futebol (8;7.0), Miguel Crespo-Portugal-Player-Futebol-Q41634566 (7;4.71), Merelinense Sub-23-Portugal-Team-Futebol (3;11.0), Luís Rocha-Portugal-Player-Futebol-Q29051886 (2;18.5), Merelinense Sub-17-Portugal-Team-Futebol (2;15.0)"
messi,br,3895,"Lionel Messi-Argentina-Player-Futebol-Q615 (3803;1.0), Estêvão-Brasil-Player-Futebol-Q115332579 (61;2.0), Rayane Messi-Francia-Player-Futebol-Q125464055 (5;9.0), Thiago Messi-Argentina-Player-Futebol (5;6.6), Messi-Brasil-Player-Futebol (5;7.2), Joaquín Messi-Argentina-Player-Futebol (4;7.75), Metz-Francia-Team-Futebol-Q221525 (3;3.33), Messi Bouli-Camérun-Player-Futebol (3;3.67), Messi-Brasil-Player-Futebol (2;19.0), Messi-Brasil-Player-Futebol (2;5.0), Messi-Brasil-Coach-Futebol (2;6.0)"
messi,pt,8712,"Lionel Messi-Argentina-Player-Futebol-Q615 (8531;1.0), Estêvão-Brasil-Player-Futebol-Q115332579 (80;2.0), Messinense-Portugal-Team-Futebol (38;2.92), Thiago Messi-Argentina-Player-Futebol (14;7.43), Messi Bouli-Camérun-Player-Futebol (8;4.75), Rayane Messi-Francia-Player-Futebol-Q125464055 (8;10.88), Messi-Portugal-Coach-Futebol (7;5.86), Joaquín Messi-Argentina-Player-Futebol (6;10.0), Messi-Portugal-Player-Futebol (6;7.83), Jorge Messi-Argentina-Agent-Futebol (5;5.6), Messi-Portugal-Player-Futebol (4;7.5), Messi-Mozambique-Player-Futebol (3;16.33), Messi-Portugal-Player-Futebol (2;9.0)"
milan,br,2453,"Milan-Italia-Team-Futebol-Q1543 (2417;1.0), Internazionale-Italia-Team-Futebol-Q631 (32;2.03), João Félix-Portugal-Player-Futebol-Q27049064 (2;2.0), Paolo Maldini-Italia-Player-Futebol (2;18.5)"
milan,pt,9815,"Milan-Italia-Team-Futebol-Q1543 (9613;1.0), João Félix-Portugal-Player-Futebol-Q27049064 (59;2.0), Internazionale-Italia-Team-Futebol-Q631 (54;2.11), Sérgio Conceição-Portugal-Coach-Futebol-Q317298 (48;2.54), André Silva-Portugal-Player-Futebol-Q15113616 (10;5.9), Ronaldo-Brasil-Player-Futebol-Q529207 (9;3.78), Mario Balotelli-Italia-Player-Futebol-Q129700 (4;10.75), Álvaro Morata-España-Player-Futebol-Q48770 (4;8.5), Zlatan Ibrahimovic-Suecia-Player-Futebol-Q46896 (4;6.5), Paolo Maldini-Italia-Player-Futebol (3;17.0), Ronaldinho Gaúcho-Brasil-Player-Futebol-Q39444 (3;5.67), Alexandre Pato-Brasil-Player-Futebol-Q138075 (2;18.0), Paulo Futre-Portugal-Player-Futebol-Q363829 (2;12.5)"
mirandela,pt,2330,"Mirandela-Portugal-Team-Futebol (2138;1.18), Rui Borges-Portugal-Coach-Futebol-Q121147850 (62;1.55), Zaidu Sanusi-Nigeria-Player-Futebol-Q67616315 (21;3.19), Jesualdo Ferreira-Portugal-Coach-Futebol-Q444073 (20;3.65), Ricardo Mangas-Portugal-Player-Futebol (12;2.08), Lucas João-Angola-Player-Futebol-Q16235586 (11;6.45), Futsal Mirandela-Portugal-Team-Futsal (9;2.67), Mirandela Sub-13-Portugal-Team-Futebol (8;9.38), GD Cachão-Portugal-Team-Futebol (7;5.43), Rui Borges-Portugal-Player-Futebol-Q121147850 (7;4.57), Mirandela Sub-19-Portugal-Team-Futebol (7;14.86), João Amaral-Portugal-Player-Futebol-Q26838413 (4;20.5), Mirandela Sub-17-Portugal-Team-Futebol (3;9.67), Paulo Lopes-Portugal-Coach-Futebol (3;27.33), Bica-Portugal-Player-Futebol (2;8.5), Gilberto-Portugal-Player-Futebol-Q5561363 (2;39.5), Bruno Freitas-Brasil-Player-Futebol (2;72.0), Mirandela Sub-19-Portugal-Team-Basquetebol (2;1.0), Mirandela Sub-18-Portugal-Team-Basquetebol (2;2.0), Mirandela Sub-18-Portugal-Team-Futebol (2;15.0), Mirandela-Portugal-Team-Voleibol (2;1.0), Mirandela-Portugal-Team-Futsal (2;1.0), Mirandela Sub-19-Portugal-Team-Futebol (2;16.0)"
mirassol,br,2655,"Mirassol-Brasil-Team-Futebol-Q2622870 (2581;1.0), Mirassol Sub-20-Brasil-Team-Futebol (29;6.66), Mirassol Sub-14-Brasil-Team-Futebol (17;4.29), Mirassol Sub-23-Brasil-Team-Futebol (17;8.76), Luiz Araújo-Brasil-Player-Futebol-Q25175962 (7;2.43), Mirassol Sub-17-Brasil-Team-Futebol (4;8.75)"
mls,pt,1962,"Major League Soccer-Estados Unidos-Competition-Futebol (1927;1.01), Major League Soccer 2024-Estados Unidos-Edition-Futebol (12;6.33), MLS is Back-Estados Unidos-Competition-Futebol (7;2.0), MLS Next Pro-Estados Unidos-Competition-Futebol (6;3.0), MLS All-Stars-Estados Unidos-Team-Futebol (6;3.5), Major League Soccer 2004-Estados Unidos-Edition-Futebol (2;16.0), Major League Soccer 2022-Estados Unidos-Edition-Futebol (2;9.0)"
monaco,pt,3418,"Monaco-Francia-Team-Futebol-Q180305 (3331;1.1), Monaco-Francia-Team-Basquetebol (29;2.0), Kylian Mbappé-Francia-Player-Futebol-Q21621995 (19;1.63), Leonardo Jardim-Portugal-Coach-Futebol-Q2162382 (15;2.93), James Rodríguez-Colombia-Player-Futebol-Q368441 (6;6.0), Radamel Falcao-Colombia-Player-Futebol-Q138172 (4;5.0), Florentino Luís-Portugal-Player-Futebol-Q26924424 (2;1.0), Ivan Cavaleiro-Portugal-Player-Futebol-Q6096043 (2;14.5), Thierry Henry-Francia-Player-Futebol-Q45901 (2;9.0), Javier Saviola-Argentina-Player-Futebol-Q186071 (2;19.0), Costinha-Portugal-Player-Futebol-Q311087 (2;10.0), Monaco-Francia-Team-Voleibol (2;11.0), AS Monaco Basket-Mónaco-Team-Basquetebol (2;3.0)"
montijo,pt,2247,"Olímpico Montijo-Portugal-Team-Futebol (2106;1.0), Montijo-Portugal-Team-Futebol (66;6.7), Paulo Futre-Portugal-Player-Futebol-Q363829 (16;2.0), Olímpico Montijo Feminino-Portugal-Team-Futebol (12;7.75), Beto-Guinea Bissau-Player-Futebol-Q66363735 (10;3.0), Montijo FC-Portugal-Team-Futebol (10;9.1), MBA Montijo Sub-19-Portugal-Team-Basquetebol (4;3.0), Montijo-Portugal-Team-Basquetebol (3;1.0), Bruninho-Portugal-Player-Futebol (3;37.67), GC Montijo-Portugal-Team-Futebol (3;11.0), Paulo Catarino-Portugal-Player-Futebol (2;6.0), Fernando Mendes-Portugal-Player-Futebol-Q5444829 (2;5.5), João Alves-Portugal-Player-Futebol-Q1710117 (2;7.0), Edinho-Portugal-Player-Futebol-Q166974 (2;7.5), Atlético do Montijo-Portugal-Team-Basquetebol (2;38.0), Atlético do Montijo-Portugal-Team-Futebol (2;17.5), MBA Montijo-Portugal-Team-Basquetebol (2;19.0)"
moreirense,pt,5409,"Moreirense-Portugal-Team-Futebol-Q1346314 (5268;1.02), Moreirense Feminino-Portugal-Team-Futebol (33;9.33), Moreirense Sub-19-Portugal-Team-Futebol (24;15.79), Moreirense Sub-17-Portugal-Team-Futebol (19;19.84), Moreirense Sub-15-Portugal-Team-Futebol (13;17.23), Jorge Jesus-Portugal-Coach-Futebol-Q527550 (9;2.0), CRD Moreirense-Portugal-Team-Futebol (8;12.88), Rui Borges-Portugal-Coach-Futebol-Q121147850 (6;1.33), Daniel Podence-Portugal-Player-Futebol-Q5218462 (4;5.0), João Palhinha-Portugal-Player-Futebol-Q16236952 (4;3.75), Chiquinho-Portugal-Player-Futebol-Q17486571 (3;8.67), Moreirense Sub-23-Portugal-Team-Futebol (3;19.0), Moreirense Sub-13-Portugal-Team-Futebol (3;11.0), Steven Vitória-Canadá-Player-Futebol-Q3718823 (3;13.67), Moreirense-Portugal-Player-Futebol (3;1.0), Moreirense Sub-19-Portugal-Team-Futebol (2;33.0), Pepa-Portugal-Coach-Futebol (2;4.5), Ricardo Soares-Portugal-Coach-Futebol (2;13.0)"
moscavide,pt,1591,"Desportivo O. Moscavide-Portugal-Team-Futebol (1521;1.0), Fábio Paím-Portugal-Player-Futebol-Q5511376 (24;2.0), Desportivo O. Moscavide Feminino-Portugal-Team-Futebol (7;7.86), Desportivo O. Moscavide Sub-19-Portugal-Team-Futebol (6;13.83), Franculino Djú-Guinea Bissau-Player-Futebol (6;5.0), Desportivo O. Moscavide Sub-17-Portugal-Team-Futebol (5;13.4), Desportivo O. Moscavide Sub-16-Portugal-Team-Basquetebol (3;23.0), Sara Ferreira-Portugal-Player-Futebol (3;19.33), Miguel Veloso-Portugal-Player-Futebol-Q244363 (3;2.67), AC Moscavide Sub-18-Portugal-Team-Basquetebol (3;16.0), Desportivo O. Moscavide Sub-14-Portugal-Team-Futebol (3;12.67), Miguel Lopes-Portugal-Player-Futebol-Q326452 (3;8.0), AC Moscavide-Portugal-Team-Futebol (2;7.0), AC Moscavide-Portugal-Team-Basquetebol (2;1.0)"
moura,pt,2759,"Moura-Portugal-Team-Futebol (2525;1.04), Francisco Moura-Portugal-Player-Futebol-Q56308263 (186;1.81), NS Moura-Portugal-Team-Futebol (17;4.59), NS Moura-Portugal-Team-Futsal (17;1.0), Lucas Moura-Brasil-Player-Futebol-Q312886 (8;3.0), Miguel Moura-Portugal-Player-Hóquei em Patins (2;1.5), Bruno Guimarães-Brasil-Player-Futebol-Q58323172 (2;11.5), Moura Sub-19-Portugal-Team-Futebol (2;18.5)"
mourinho,pt,2781,"José Mourinho-Portugal-Coach-Futebol-Q79983 (2758;1.0), Mourinho Félix-Portugal-Player-Futebol-Q639162 (23;2.17)"
mtba,pt,2407,"MTBA-Portugal-Team-Futebol (2043;1.02), MTBA-Portugal-Team-Futsal (138;1.03), MTBA Sub-13-Portugal-Team-Futebol (62;2.0), MTBA Sub-15-Portugal-Team-Futebol (45;4.16), MTBA Sub-17-Portugal-Team-Futebol (32;3.0), MTBA Sub-19-Portugal-Team-Futebol (20;5.5), Sandro Azenha-Portugal-Player-Futebol (15;7.0), MTBA Sub-15-Portugal-Team-Futsal (10;4.0), Pavilhão do MTBA-Portugal-Stadium-Futebol (8;4.5), MTBA Sub-17-Portugal-Team-Futsal (7;2.0), MTBA Veteranos-Portugal-Team-Futebol (7;5.57), MTBA Sub-13-Portugal-Team-Futsal (6;12.33), MTBA Sub-19-Portugal-Team-Futsal (6;3.0), Nené-Guinea Bissau-Player-Futebol (4;9.0), MTBA Sub-11-Portugal-Team-Futsal (2;11.0), Tiago Gama-Portugal-Director-Futebol (2;3.0)"
nacional,pt,4315,"Nacional-Portugal-Team-Futebol-Q216459 (4059;2.27), Cristiano Ronaldo-Portugal-Player-Futebol-Q11571 (55;1.0), Sebastián Coates-Uruguay-Player-Futebol-Q311941 (46;8.7), Nacional-Uruguay-Team-Futebol (37;16.97), Liga Portuguesa-Portugal-Competition-Futebol-Q182994 (33;2.61), Nacional Juniores A-Portugal-Competition-Futebol (26;11.04), Nacional Juniores B-Portugal-Competition-Futebol (15;12.87), Nacional Juniores C-Portugal-Competition-Futebol (10;12.7), Rui Silva-Portugal-Player-Futebol-Q16236537 (5;4.8), Óscar Cardozo-Paraguay-Player-Futebol-Q213437 (5;9.8), Campeonato de Portugal-Portugal-Competition-Futebol (4;4.75), Nacional-Portugal-Team-Futsal (4;11.0), Juan Quintero-Colombia-Player-Futebol (2;37.0), Liga Portuguesa-Portugal-Competition-Futebol-Q182994789 (2;5.0), Liga Portuguesa-Portugal-Competition-Futebol-Q182994499 (2;5.0), Tiquinho Soares-Brasil-Player-Futebol-Q19985279 (2;28.0), Vianense Veteranos-Portugal-Team-Futebol (2;6.0), Luis Suárez-Uruguay-Player-Futebol-Q26517 (2;19.0), Luís Neto-Portugal-Player-Futebol-Q428603 (2;23.5), Premier League-Inglaterra-Competition-Futebol-Q9448 (2;4.0)"
nani,pt,2953,"Nani-Portugal-Player-Futebol-Q482947 (2888;1.01), Nani-Portugal-Player-Futebol (27;8.0), Nani Soares-Guinea Bissau-Player-Futebol (12;2.33), Nani-Portugal-Player-Futebol (11;4.45), Nani-Portugal-Player-Futebol (3;9.67), Nani Freitas-Portugal-Player-Futebol (2;16.0), Nani-Portugal-Player-Futebol (2;10.0), Nani-Portugal-Player-Futebol (2;7.5), Sergiu Nani-Moldavia-Player-Futebol (2;3.0), Tiago Nani-Portugal-Player-Futebol (2;14.0), Nani-Portugal-Coach-Futebol (2;6.0)"
nautico,br,1918,"Náutico-Brasil-Team-Futebol-Q73971 (1858;1.0), Náutico-RR-Brasil-Team-Futebol-Q7071377 (22;7.64), Náutico-RR Feminino-Brasil-Team-Futebol (14;6.43), Náutico-MS-Brasil-Team-Futebol (8;7.25), Náutico Feminino-Brasil-Team-Futebol (6;4.17), Náutico Sub-20-Brasil-Team-Futebol (4;15.0), Rony-Brasil-Player-Futebol-Q28748046 (4;2.0), Náutico Sub-17-Brasil-Team-Futebol (2;12.0)"
naval,pt,2515,"Naval 1893-Portugal-Team-Futebol (1999;1.01), Naval-Portugal-Team-Futebol-Q846008 (444;2.18), Naval Setubalense-Portugal-Team-Andebol (19;9.0), Vítor Bruno-Portugal-Coach-Futebol (18;3.11), João Mário-Portugal-Player-Futebol-Q6298271 (11;3.64), Naval Setubalense Sub-14-Portugal-Team-Andebol (7;1.0), Hugo Almeida-Portugal-Player-Futebol-Q105887 (5;5.6), Hilário-Portugal-Player-Futebol-Q214751 (4;8.25), Naval Setubalense Sub-20-Portugal-Team-Andebol (3;10.0), Ricardo Pereira-Portugal-Player-Futebol-Q3718523 (3;5.0), Naval Sub-17-Portugal-Team-Futebol (2;18.5)"
neymar,br,4872,"Neymar-Brasil-Player-Futebol-Q142794 (4785;1.0), Neymar-Brasil-Player-Futebol (52;5.63), Neymar-Mozambique-Player-Futebol-Q103961804 (25;2.52), Neymar-Brasil-Player-Futebol (8;3.12), Neymar-Angola-Player-Futebol (2;6.5)"
neymar,pt,5641,"Neymar-Brasil-Player-Futebol-Q142794 (5562;1.0), Neymar-Mozambique-Player-Futebol-Q103961804 (41;2.37), Neymar-Brasil-Player-Futebol (15;7.53), Neymar Pinto-Portugal-Player-Futebol (5;12.2), Neymar-Angola-Player-Futebol (4;4.75), Neymar Furtado-Angola-Player-Futebol (4;15.25), Abdul Neymar-Guinea Bissau-Player-Futebol (2;11.5), Amanda Neymar-Brasil-Player-Futebol (2;8.0), Neymar-Brasil-Player-Futebol (2;6.0), Neymar Moniz-Portugal-Player-Futsal (2;1.0)"
nogueirense,pt,5153,"Nogueirense FC-Portugal-Team-Futebol (4170;1.0), AD Nogueirense-Portugal-Team-Futebol (635;2.28), Real Nogueirense-Portugal-Team-Futebol (105;4.97), CCT O Nogueirense-Portugal-Team-Futebol (77;7.05), Relâmpago Nogueirense-Portugal-Team-Futebol (48;3.88), Fábio Silva-Portugal-Player-Futebol-Q66738004 (28;2.54), Nogueirense FC Feminino-Portugal-Team-Futebol (20;6.0), Nogueirense FC Sub-17-Portugal-Team-Futebol (12;15.67), Nogueirense FC Sub-19-Portugal-Team-Futebol (12;16.75), CCT O Nogueirense-Portugal-Team-Futebol (11;8.18), Nogueirense FC Sub-15-Portugal-Team-Futebol (8;18.12), Nogueirense FC Sub-13-Portugal-Team-Futebol (6;17.33), Nogueirense FC-Portugal-Team-Futsal (6;1.0), Nogueirense FC Sub-14-Portugal-Team-Futebol (5;13.0), Nogueirense FC Sub-12-Portugal-Team-Futebol (3;16.33), Nogueirense FC Sub-19-Portugal-Team-Futebol (3;48.0), Nogueirense FC Veteranos-Portugal-Team-Futebol (2;12.0), Real Nogueirense Feminino-Portugal-Team-Futebol (2;9.0)"
